RA,DEC,DELTA_3MPC
30.800751,-15.1397,-0.4659
112.040319,-75.416415,1.2037
4.487638,58.856273,5.4794
156.252822,24.327317,0.1693
254.765128,20.182634,-0.3469
288.485615,-62.959994,4.0441
217.550629,22.203017,-0.7094
304.874713,53.37891,0.5671
146.340793,89.34717,-0.9846
305.557951,30.751049,-0.603
182.330392,-12.207916,-0.9573
80.293006,57.397482,0.5613
339.892433,-80.931459,-0.7588
98.989515,-14.528474,0.3835
9.432534,41.796279,-0.687
87.362655,-25.300504,-0.6539
132.007522,-79.394923,-0.7199
126.485886,-70.030863,0.227
188.880303,-59.905914,-0.0559
317.925678,59.629984,-0.7844
105.241762,39.749884,-0.4339
187.477419,47.495882,-0.7246
122.450023,73.679423,-0.6442
295.838301,-35.531084,-0.6466
56.736545,43.753591,-0.679
37.263697,-24.375764,0.4418
181.078291,51.423505,0.42
241.879531,35.260956,-0.9047
286.389072,88.163684,-0.5245
212.264947,46.27267,13.3858
278.585914,-88.937023,1.9834
141.375621,35.965871,7.644
11.832361,-71.704344,-0.8079
41.795751,8.297206,-0.5939
13.940136,-61.682094,-0.7708
118.419714,-0.948994,-0.3447
178.376883,52.672589,-0.1265
128.274294,-37.960097,0.1783
201.815811,-62.516525,-0.6309
173.019293,-33.390959,-0.7117
244.059409,-58.74236,-0.7823
240.106379,-56.958861,-0.476
114.503093,35.500533,0.3215
124.637204,36.77827,0.5539
210.653216,5.245434,1.9329
214.715688,-44.600132,-0.0211
113.291969,5.33693,0.6371
118.914439,80.737762,-0.8851
249.856205,-20.935357,1.1635
233.067896,-13.758339,1.4814
48.61829,-1.032677,4.3519
158.775077,-57.885922,7.0262
321.374188,-45.951556,-0.8395
13.070043,34.369757,0.9395
307.859021,-60.916548,-0.5814
58.744137,18.811998,-0.638
182.609508,-20.539766,-0.5841
152.761114,-34.869063,-0.6392
3.646561,8.955058,-0.4616
329.542897,-49.376617,-0.6126
163.773082,-34.259834,0.1386
343.53658,4.416589,0.4926
103.227804,28.312693,1.6901
311.859278,60.54336,0.2393
332.060247,58.438531,-0.4137
200.45967,-0.406947,0.5063
72.964004,-76.640699,1.2088
246.689076,-56.148959,0.3372
197.632104,-89.915623,0.2457
340.03068,-56.592045,16.4631
158.137942,-84.467434,-0.6787
96.664913,38.652254,0.9564
49.783321,8.307996,-0.2074
251.508085,-83.568424,-0.9108
350.679463,21.176354,-0.9164
10.203757,56.547051,-0.9318
266.560328,-84.863648,-0.3201
333.694931,-67.131031,-0.9054
26.921352,-5.183228,-0.4183
39.661216,-82.384835,-0.2155
249.104555,-86.170113,-0.6355
233.266815,14.835096,-0.5204
24.77787,11.263956,0.9645
300.392191,55.197261,-0.7738
188.432585,-75.978086,-0.2979
326.591054,71.494882,-0.9558
316.076717,-86.64615,-0.117
292.502797,-35.755007,2.121
185.723603,-81.239236,0.6905
90.615831,-46.032929,-0.517
182.151181,56.730546,-0.6042
36.292096,-67.474984,3.8984
237.184613,-53.661649,0.3948
48.231799,20.0462,-0.2945
184.022267,-86.100759,0.429
19.577511,18.435822,-0.668
107.824496,70.987627,-0.456
83.548966,-77.479889,-0.731
223.211355,-88.937157,0.8801
283.243216,-16.928821,-0.7918
20.629064,62.830855,-0.6483
306.102127,78.33477,0.0495
309.87637,54.21046,-0.9708
123.216867,26.879776,-0.7566
237.241464,-13.219847,-0.7918
144.940691,52.015386,-0.2283
55.508718,46.204604,-0.2425
190.318471,-56.947626,5.6203
31.089483,38.84019,-0.7996
316.249976,52.664073,-0.901
332.744313,72.157667,1.5951
295.780729,41.331302,-0.72
202.510123,41.830576,-0.2906
200.735493,72.290954,-0.6719
354.458656,-55.030617,0.263
89.244608,9.006307,-0.0839
27.341412,70.829891,-0.6133
202.298732,23.696746,-0.3786
118.362815,77.641738,-0.6628
116.041958,-80.922909,-0.3542
2.550728,-51.48778,-0.6482
214.646187,-50.157896,2.5032
95.052133,-75.864516,-0.5659
67.629077,22.090469,-0.6504
14.555495,-17.738431,-0.9301
131.170168,-46.355742,-0.8354
316.428794,40.992286,0.2381
121.201491,31.710773,-0.5018
244.466716,-82.941094,-0.5929
272.356907,-10.889453,0.4654
118.116291,39.640013,1.9133
295.790665,-71.393439,-0.7811
249.076677,53.091201,-0.5422
201.327202,20.889152,-0.9507
0.357287,39.263453,0.9063
12.632676,-44.92777,17.4815
356.711704,44.586049,-0.6028
281.622212,-58.734665,-0.6146
337.523493,64.861456,-0.4502
324.829154,-52.920601,-0.1926
7.359474,-41.719211,-0.15
285.065024,30.753835,-0.1525
162.412468,-29.961341,-0.8857
284.240953,-34.371067,-0.4325
2.417682,-78.741136,0.3075
103.751748,57.618947,-0.8551
270.476559,-7.314782,-0.8815
285.487484,-19.250852,-0.689
223.097256,-45.803433,-0.2534
108.452228,9.940349,0.2794
111.730533,10.724566,0.5478
348.035027,-89.576515,-0.785
158.116385,-74.591499,-0.9365
160.965198,20.326323,2.9986
198.83979,-38.885149,1.6768
147.420841,87.085686,-0.645
198.961763,-45.255423,0.5163
155.640752,-62.631207,-0.1492
297.617371,-81.965058,-0.5112
327.258367,33.57357,4.2547
335.559694,-37.688691,-0.7224
203.146634,-40.685879,-0.8875
159.173481,-70.121694,-0.2753
253.886421,-80.554982,-0.6979
301.796493,-48.53511,-0.2499
202.673607,-18.608747,-0.5735
251.993168,29.171225,-0.7401
269.902566,-71.78455,-0.5336
243.50176,-24.09017,-0.9028
268.60808,88.63436,-0.9037
75.11232,32.60208,-0.5529
179.414837,89.854939,-0.0291
211.77668,-75.70653,-0.919
0.892055,-17.122525,0.0451
308.146503,-48.558754,-0.6609
219.608823,79.48122,-0.0306
46.489079,72.951603,-0.1956
293.888546,12.422825,0.9564
258.140508,-34.716791,-0.4919
272.987836,8.074155,-0.9153
141.135286,66.802007,5.9828
307.512902,13.296061,-0.3163
149.04993,47.747493,-0.2722
205.383295,33.797617,-0.4849
0.231229,-72.443776,2.2664
232.154321,46.416638,-0.8603
258.543285,-52.453783,-0.8845
204.159372,66.69853,-0.7378
178.761174,-34.262965,-0.0287
291.577131,11.566352,-0.7452
245.294178,-38.566219,-0.7575
100.106654,-88.464831,-0.8408
345.266402,50.424285,0.6934
254.61619,38.676128,-0.0684
355.658014,76.256597,0.5755
349.654074,13.05088,-0.6826
330.8075,-56.133374,-0.4446
271.933755,-59.249366,0.4953
219.394573,-19.926364,-0.7705
61.981439,-30.481656,1.0226
195.60651,-16.557027,0.0178
275.535548,-49.507116,1.8526
187.508577,87.956422,0.8699
312.566086,-74.57275,-0.9149
39.476124,43.048943,-0.695
137.138525,12.174136,-0.9633
182.147191,10.011115,-0.9418
155.637107,20.40036,-0.8145
39.091157,72.728257,2.0108
55.270186,31.527208,-0.409
301.542225,-41.243464,0.0299
174.378333,-41.535782,-0.6692
17.540074,59.059611,-0.5918
5.936853,-3.946773,0.3471
170.451145,36.876957,-0.5096
59.176341,-22.335294,-0.5343
253.845341,42.873303,0.1243
286.316447,-13.661669,-0.8336
82.186815,-1.232256,-0.2483
213.1837,77.118243,-0.2033
55.600072,-0.923253,-0.9281
109.289755,-49.531085,-0.84
319.966378,5.656861,-0.7253
195.875313,-88.462333,-0.6646
318.91993,-39.790483,0.0856
81.08921,18.747231,-0.8001
118.808764,-77.229417,-0.8042
169.54277,-8.028855,0.2902
172.828827,17.793005,0.8934
359.153268,-49.229359,0.9731
41.200315,-50.792215,-0.8437
306.707413,30.383041,-0.8003
310.925534,85.355371,-0.9225
199.151507,-34.677849,-0.9735
123.853381,-52.610831,-0.8653
186.921398,87.123118,-0.7266
105.288374,60.237913,-0.2323
287.678681,78.47874,0.637
179.380497,-81.702393,-0.4708
333.303184,78.048871,2.3415
224.168884,60.899357,-0.7973
185.15496,-36.056908,2.0828
255.984967,22.359525,-0.7799
181.415867,-59.010528,0.0755
325.622286,-14.812218,-0.2196
66.400546,18.440065,1.4884
350.405526,-70.142659,2.5529
292.388599,83.968071,-0.821
309.86401,77.248509,-0.9621
173.84682,66.126772,-0.5305
301.392558,-66.860021,-0.0341
110.43867,30.448657,-0.4033
274.301344,70.277343,18.8622
50.562057,-65.227569,0.1635
110.53869,26.513577,0.159
160.463759,-53.247475,-0.8727
116.035099,34.172973,-0.6867
139.326162,26.553849,0.0721
295.237708,66.889803,-0.1181
92.403321,-2.570532,-0.3426
268.301222,46.595686,1.7473
26.536345,-55.471449,-0.7312
275.666079,25.672803,0.0061
285.128367,67.830735,-0.7226
144.611559,40.138564,17.3703
260.092016,68.146027,-0.7565
329.449825,23.361517,6.3901
288.25667,9.253791,-0.5457
140.560744,74.707844,-0.7199
174.316865,-31.787349,-0.4176
280.568716,44.70395,-0.8453
105.334052,34.748936,-0.7977
289.397787,56.566373,3.3349
118.105611,-0.426509,0.0526
290.15661,-1.151245,0.8477
31.24816,-83.846385,-0.6517
15.983027,77.652017,0.4039
359.163161,-20.283688,-0.2786
313.004564,9.363753,-0.7401
317.825101,-54.320037,26.5976
342.460781,20.917787,-0.8855
157.793871,-27.699489,-0.3266
103.2608,15.3099,0.1912
46.808998,42.3608,-0.1176
180.435288,19.798213,-0.6434
79.217395,-84.486878,-0.7193
336.798308,55.094275,-0.0752
1.441138,10.956158,-0.7475
51.550826,-47.088547,1.4446
88.731307,-31.740545,-0.191
71.624416,55.987062,-0.5048
81.280237,78.531075,-0.2945
236.177138,56.423554,0.1512
117.904348,69.525907,1.9857
221.408777,-1.822159,-0.0088
320.492856,-14.98285,-0.2183
216.920436,57.389192,0.8275
250.031805,-18.976961,-0.8893
131.581187,37.054289,-0.6813
57.505848,20.348438,-0.4912
115.410262,-62.481412,-0.7862
347.141754,-34.439507,0.4625
223.852098,-51.755497,-0.3683
99.904003,-67.414184,-0.8426
162.329496,-14.367817,-0.8624
300.784693,-54.285649,-0.3956
240.639685,-77.137824,0.3447
201.835023,-52.747944,-0.3207
318.658636,21.400246,12.8149
242.078246,55.51729,-0.516
231.382703,-6.674253,-0.6977
68.316529,19.680662,1.9316
38.299926,27.082153,-0.0988
347.451162,27.260129,2.0369
215.589013,87.634652,2.382
149.646027,19.614465,-0.6005
212.047496,8.322729,-0.7003
22.252306,66.012451,0.4618
295.965819,21.770531,-0.77
77.992393,-7.534779,-0.6542
289.636562,43.635173,-0.9403
192.37624,-49.637809,-0.4913
99.565925,31.058969,2.5807
10.875581,48.100478,-0.3676
293.700008,24.941529,-0.9162
63.525651,-56.20745,6.2695
18.649842,2.700649,-0.7206
272.115983,55.789632,-0.3564
126.01556,-17.506549,-0.0917
140.160242,76.998769,0.7203
88.944331,-81.332347,0.0722
309.304252,29.711422,-0.4863
107.038629,-48.084932,-0.4016
75.669325,26.769306,-0.7372
111.329901,80.882031,-0.8256
73.133847,13.496582,-0.579
114.355879,-11.356074,2.8997
29.85704,64.557797,-0.8304
57.07081,-6.551282,-0.8758
150.139038,11.563936,-0.2476
316.608068,-34.725905,1.072
20.624669,8.880899,-0.7296
76.562894,38.845079,-0.8115
327.004443,1.672907,-0.0579
320.405283,-52.048287,-0.2575
244.6023,-86.463929,2.7521
86.570479,-50.761751,1.5759
151.131802,63.046514,-0.867
76.039558,82.663686,-0.8244
46.291863,11.236309,-0.9787
136.799422,59.233147,-0.2344
207.295778,-81.543481,-0.7582
129.575763,63.646263,5.5538
219.896838,-38.303985,-0.6676
106.651705,-58.418022,-0.5927
124.50619,-40.12503,-0.7389
284.642493,-0.356686,-0.3248
316.193303,15.759816,2.0643
115.932269,-88.747093,-0.9516
205.745688,-28.259011,1.3203
100.138422,36.804004,-0.9424
19.200471,45.056027,-0.5744
265.628585,-47.81117,-0.8349
61.561254,-45.634619,-0.8243
153.256509,32.339935,-0.8853
175.336378,19.723495,-0.0302
66.40977,-0.509898,-0.6462
34.039926,8.376352,0.1499
125.284685,-0.098072,0.3355
342.822927,-16.70142,-0.5656
221.448812,51.817391,0.3294
137.307682,69.945312,-0.3388
14.007895,25.171811,-0.6594
216.098381,-41.446112,0.8177
33.212751,85.396777,2.5581
195.315866,-74.11983,1.7399
270.702183,81.370766,-0.9214
152.490725,10.079345,-0.3461
107.788138,37.828654,1.8975
17.058324,-13.761533,-0.861
8.920035,-25.72422,-0.459
154.809565,-49.805425,-0.7537
318.004297,-69.796708,-0.1628
87.8626,-33.700637,19.1901
206.659982,-44.187295,-0.4
246.350095,6.066329,-0.5042
21.898752,64.302396,7.7548
55.116135,-74.952712,-0.231
119.259646,44.457037,-0.7145
241.233543,-41.840819,-0.9164
158.05264,25.395472,1.2303
264.310225,22.907046,-0.8544
312.335232,42.750738,-0.5224
273.01402,-87.25729,0.0152
357.208995,-89.751926,0.2981
271.569985,-59.627699,-0.9157
306.78451,86.468509,-0.8343
299.651889,-28.498592,-0.2115
262.895674,22.545556,-0.9097
288.648654,-34.558636,0.3715
336.485962,-2.191232,-0.8777
171.074656,-11.178542,-0.5751
229.783329,-56.149816,-0.6717
185.3783,-25.519089,0.5612
306.373315,-55.684385,-0.6779
155.289457,-39.658184,0.4142
295.101638,-14.888553,1.3984
287.767647,53.197865,-0.4257
346.278996,-54.643929,-0.192
89.611452,-54.766345,-0.7387
255.463024,-45.47521,-0.8404
272.491019,52.081232,-0.8713
337.060257,-45.483789,-0.3192
326.48487,57.501556,-0.697
206.46931,-31.92062,0.002
208.495147,-35.474523,-0.5762
60.224842,-21.910083,-0.6698
350.986573,-9.337293,-0.5223
91.806287,-14.439776,-0.9531
260.905039,-19.013333,0.8146
286.486202,89.598564,-0.6082
158.837582,34.761291,-0.6236
76.029739,68.691821,3.0762
68.025738,70.853025,-0.5886
308.33856,-13.151325,0.2208
183.872335,49.537067,-0.9432
32.449314,-5.263417,-0.7186
258.12701,17.042909,1.4031
90.061579,42.211352,0.7168
315.50211,14.725352,0.354
111.445843,1.303989,-0.7715
72.097499,-87.868666,-0.2037
30.54904,84.557627,-0.6215
184.151209,-83.162895,-0.0846
162.265532,-68.346813,0.7477
270.472372,-82.354814,-0.2348
167.256931,22.716517,1.1331
123.773749,-35.526042,1.295
94.19577,70.879456,-0.8539
100.132828,16.685429,-0.9408
334.025245,50.674868,1.0836
59.428297,-63.860703,-0.3323
355.743513,-16.087357,2.295
117.691004,22.400211,-0.0813
31.820485,-56.199572,3.1026
89.528537,-21.23807,0.52
21.029177,45.802605,-0.0287
284.410717,32.794234,-0.6245
184.519049,72.342474,-0.6767
121.315183,10.475091,-0.9284
238.337858,-52.765655,0.2887
227.032749,68.172576,-0.7758
338.353952,83.164453,-0.5638
346.053786,-2.590429,-0.4232
245.046159,-74.795053,-0.6883
294.413734,-44.47758,-0.2483
285.273036,45.388146,-0.9679
176.869272,-89.958694,-0.3771
253.604984,-36.942465,0.3378
28.173243,-23.581678,-0.9285
272.88759,51.911654,-0.7411
346.259883,-11.331579,2.2467
30.590911,4.598933,-0.4623
301.001682,30.887687,-0.7463
335.87281,51.286861,0.5174
81.428,-29.143094,-0.848
188.932028,-59.069807,-0.8306
334.028961,-57.243901,-0.8105
345.681362,-61.173265,2.2679
46.037658,-69.400178,-0.8296
125.641521,-10.638836,-0.4492
251.332071,-57.039017,1.466
79.76106,50.852756,-0.8257
116.917426,-89.98968,-0.9306
8.384782,81.634109,7.136
55.267805,-87.620284,-0.2893
202.438618,-31.439958,-0.7268
235.112424,45.730457,-0.5034
233.608259,66.971375,0.5163
280.209769,-74.299825,-0.9111
149.501309,54.194722,-0.662
98.456658,45.271998,0.6207
5.609052,-7.223083,2.6971
74.386737,22.843477,2.6525
112.459612,-23.911935,-0.3076
64.154468,-33.870871,2.8691
7.25201,-84.052695,-0.9254
56.681139,-88.769594,-0.2755
239.795839,4.708586,-0.9761
226.65075,-87.914183,2.4902
336.84611,-67.888485,0.0398
287.340585,-72.626014,4.3176
204.392202,23.955533,-0.7117
49.520285,30.41089,-0.884
203.065855,45.776444,0.602
22.174222,85.174465,-0.5038
155.118563,86.379502,1.3043
140.493106,-52.635898,0.5726
154.012971,-26.690331,-0.5825
100.737331,11.070541,-0.4165
246.898961,-82.045079,-0.5448
302.740008,-55.363086,-0.3735
276.666117,63.644065,-0.6728
225.990754,-16.532637,0.2637
193.804128,-2.768295,-0.925
11.190305,42.57565,-0.941
260.25624,55.572569,-0.6476
196.193858,65.683166,-0.7164
97.466778,71.077313,-0.6788
118.023134,-36.984078,1.6822
336.818443,26.828882,-0.2933
224.770408,-69.978889,0.5346
171.328476,84.400642,0.1284
223.531826,-41.825049,2.7018
148.947237,-19.732154,-0.7197
169.265618,77.522696,0.2054
104.511332,23.427026,-0.5336
158.347188,-38.106941,-0.8404
246.813204,-74.471658,-0.8598
14.379093,-2.033203,-0.5362
286.209867,16.329441,1.1455
101.872635,30.311099,-0.6998
245.721526,-60.359018,-0.6706
231.381113,37.065685,-0.7372
234.946098,-24.734269,-0.8569
218.92641,79.921985,-0.6623
345.276662,27.621102,1.3502
183.003899,75.252836,-0.1704
263.634882,-84.576573,-0.6951
253.961759,72.606703,-0.6163
85.056328,68.016563,-0.0965
101.990102,1.942097,-0.707
152.646155,85.753636,0.7572
99.971255,44.859663,1.6794
132.027516,89.111088,-0.8487
140.745821,46.140769,-0.5793
217.391242,74.733805,-0.0209
79.160415,-54.513541,1.8896
289.545072,-54.54201,-0.9735
157.513088,1.392783,-0.7183
254.24788,41.26895,-0.9715
29.319293,-42.300283,0.5042
169.187542,-14.949825,-0.3929
10.159032,-58.965255,1.0774
243.327597,76.594943,-0.5445
123.735628,43.994618,-0.5393
341.731013,-83.091878,-0.0688
116.684717,-85.950143,-0.3324
202.970123,88.883277,-0.6779
92.659527,-18.70473,0.73
223.240546,18.411176,1.2908
168.135246,80.612754,-0.1082
133.426174,82.045591,2.1844
73.328166,-72.731797,2.5558
40.147684,24.379701,-0.7039
43.156488,88.709009,-0.3835
359.654406,-57.662201,-0.0534
148.431862,29.308452,-0.9114
0.694695,49.320562,-0.3168
343.054365,-76.398446,-0.4853
7.192773,-20.335852,-0.753
150.691005,-53.047652,-0.191
258.291931,-79.779992,-0.8061
329.255728,-72.126155,-0.9068
256.639065,-28.480223,-0.9658
166.905272,14.250388,-0.9239
350.799134,81.651622,-0.8602
14.154978,78.421023,-0.3815
355.281193,67.030784,-0.1163
305.780959,48.858592,-0.7111
334.414806,-82.67512,0.2325
91.718073,-16.98629,-0.1312
51.284906,50.28361,-0.7983
238.793501,84.148372,-0.8126
185.709398,-6.795851,1.5917
188.340466,36.229617,-0.6834
332.862904,89.160124,3.7832
223.229126,22.141889,-0.8708
111.982981,50.181398,-0.5643
144.02396,83.936586,-0.905
48.058501,37.815311,-0.946
69.233054,-66.257749,-0.7419
51.606025,86.239917,0.3874
291.704883,54.714425,-0.7295
253.754448,-42.37404,0.1745
190.924206,87.717854,-0.7978
134.77242,-75.664084,1.9474
240.657945,79.173204,-0.7842
292.645925,61.400838,2.4027
317.243958,-40.507777,-0.382
196.925842,64.874464,-0.8324
295.158644,-79.126318,-0.7931
184.070143,81.399436,-0.0787
170.830832,18.869393,-0.852
311.555468,3.796514,-0.1917
139.094617,88.387426,-0.7578
142.528564,-85.254982,-0.8432
109.768084,2.237827,-0.7916
186.732622,42.339393,-0.9121
196.146012,-69.792168,-0.3329
237.766012,-87.306218,-0.274
154.980832,20.738457,-0.772
78.421425,-29.155387,-0.781
312.063142,-3.275023,-0.9065
124.560312,22.014242,-0.7392
332.259631,-20.488057,-0.0377
74.6472,-51.380674,-0.759
201.620691,-47.055322,-0.252
193.181434,-56.27285,0.1233
298.313225,38.878717,-0.8671
49.986499,-65.827422,6.7253
327.577382,84.992607,0.6676
191.314142,-89.139641,-0.6373
210.999378,-35.350117,-0.9323
183.659866,54.48452,-0.8373
12.968966,-73.782653,4.8072
178.952638,15.836146,-0.0394
94.877879,-37.685193,-0.7097
123.367745,83.776437,-0.673
233.676576,-50.583329,2.0212
179.170967,-77.225586,-0.0594
33.558557,20.473413,-0.6501
26.294859,-22.312878,-0.9217
66.83677,72.701505,-0.5523
68.718653,74.696178,0.1531
218.988273,53.109471,0.0292
64.013207,-66.843462,-0.8332
317.418992,28.451745,-0.4444
75.513838,-73.405484,0.1155
32.80732,-85.45655,2.1667
315.268566,-54.506651,-0.6317
106.317927,-0.998723,3.9166
153.152147,-8.802678,0.0488
345.249498,49.680633,-0.7143
339.972919,4.213254,-0.8297
257.37008,-42.439417,-0.9582
24.818023,-64.851518,-0.8276
213.602445,12.548046,2.4965
356.068057,31.471601,-0.6633
340.889842,-51.674083,-0.9185
38.160897,23.729713,-0.7903
142.548229,64.838078,-0.394
113.593229,-46.404328,-0.6194
46.702118,57.49847,-0.0949
250.127392,81.067247,-0.6145
98.585411,78.568995,-0.7184
124.151689,-64.585373,-0.4687
32.529196,-81.190551,-0.8527
179.268321,40.783989,-0.293
56.940431,-21.231753,-0.8261
155.552552,-58.00803,-0.5419
51.6032,-9.526516,-0.1629
343.38596,7.683373,-0.6313
52.193712,-60.881619,-0.4455
187.879375,-83.186393,0.3078
70.912737,50.724879,-0.7601
27.490249,-7.902552,3.2963
72.831103,-46.012372,-0.8746
19.718679,81.935088,1.4962
50.183058,46.630057,-0.0442
177.654297,-17.522513,0.0014
234.653588,-40.886794,0.9219
31.442333,41.257192,-0.4141
158.766705,40.383105,-0.2704
209.248928,69.118735,-0.3638
84.321243,-87.636364,0.6225
133.948228,23.330786,1.0124
25.860553,-39.285414,-0.4148
79.247189,85.431366,-0.6161
168.031053,-85.532251,-0.832
356.559184,-2.26023,-0.2552
358.655423,37.945483,-0.6703
352.663805,45.22745,-0.9304
152.311099,23.953415,-0.497
29.044936,-5.018068,-0.3748
116.486437,73.697405,0.5309
85.577175,13.816935,-0.4311
5.085567,3.817191,-0.8305
34.2841,64.280893,0.9858
163.149097,-10.224336,-0.952
122.278487,19.419191,-0.9082
64.92734,-30.777203,-0.5783
257.795989,-51.808874,-0.6051
128.561615,-7.139181,-0.5749
306.672428,-29.51465,-0.7916
86.751778,-83.208021,0.7551
193.821656,-2.394679,-0.5601
66.290118,28.122471,-0.8929
178.308222,-80.639344,-0.1351
54.887943,12.117267,-0.785
58.168305,-34.193551,-0.8246
220.400416,-82.658985,-0.507
94.962975,-72.560266,2.7622
62.052202,38.937639,-0.9597
334.71657,7.04452,-0.9246
15.48117,82.06144,-0.8196
203.453321,32.685336,2.9394
197.374983,83.262846,-0.8606
90.219195,-38.677797,0.8322
162.997828,14.846979,0.4888
31.585602,10.55457,1.0124
259.657253,4.250203,-0.8244
79.810973,71.534214,-0.4139
69.61873,4.987388,0.2171
113.356252,-42.545135,-0.1585
324.853171,36.353607,14.8415
286.727993,-42.327293,4.2297
340.881225,-74.995596,1.1673
234.706445,15.955121,0.2637
238.651744,-65.254252,0.3869
172.81116,38.558922,1.0279
325.867076,-11.124571,3.6079
183.915774,65.915756,-0.7843
127.821625,-17.147843,1.3288
